asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method,risk_free_rate_3m,yield_10y,yield_curve_slope,implied_volatility_atm,iv_skew,beta,pe_ratio,dividend_yield,market_cap,debt_to_equity,duration_estimate,credit_spread_asset,convenience_yield,storage_cost_pct,asset_class_encoded,asset_subclass_encoded
Option,Barrier Option,0,0,1,0,0,0.48,0,0,1,0,1,3,Monte-Carlo,3.8381449030545216,4.455152287753012,0.29639384715851735,0.0312596875,0.06572214178772008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
Commodity,Agriculture,1,0,0,1,1,0.68,0,0,0,2,1,1,Cost-of-Carry,3.8004144498111403,4.45238086417528,0.24585089235630814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05557660971870727,0.027609913440047724,1,0
Currency,Major FX Forward,1,0,0,0,0,0.07,0,0,0,1,1,1,Forward-Pricing,3.8196723089730287,4.476223031552696,0.28220447126422027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Bond,Corporate Bond (HY),1,1,0,1,0,13.0,1,0,0,0,1,3,Credit-Model,3.837399227821191,4.4108076454879095,0.233138979470694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.869100854976478,2.855288330130005,0.0,0.0,0,18
Option,European Put,1,0,1,1,1,1.61,0,0,0,2,1,2,Black-Scholes,3.8460431848426175,4.443640542802268,0.2709025967997658,1.0000000000000003e-05,0.07062884081030345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Bond,Government Bond,1,1,0,1,1,8.03,0,0,0,0,1,1,DCF,3.816992732991355,4.443820941810945,0.242609390212303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055582644064314,0.1689856768237697,0.0,0.0,0,38
Derivative,Interest Rate Swap,0,1,0,0,1,16.51,1,0,0,2,0,2,DCF,3.774191997795006,4.486472937728699,0.30852550474022933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Option,American Call,1,0,1,1,2,0.71,0,1,0,2,1,2,Binomial-Tree,3.8400197240068645,4.435161270383958,0.24856738974408926,0.12500875,0.05345466699552443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Bond,Sovereign Emerging Bond,1,1,0,1,1,23.51,1,0,0,2,1,3,Credit-Model,3.806630858787573,4.465054459120172,0.2534228598203827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.151716651140134,4.801433111175241,0.0,0.0,0,65
Derivative,Interest Rate Swap,0,1,0,0,1,1.01,1,0,0,1,0,2,DCF,3.791367962015956,4.457142736358439,0.28070851912605704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Derivative,Commodity Future,1,0,0,1,1,1.23,0,0,0,1,1,1,Cost-of-Carry,3.7757609585365537,4.483259848348451,0.2579808474220648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13
Option,Asian Option,0,0,1,0,1,2.51,0,0,1,0,1,2,Monte-Carlo,3.8455877334727866,4.473287050578585,0.2839990671403836,0.500005,0.059908753692747514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Bond,CDS,1,1,0,0,1,2.66,1,0,0,1,0,1,Credit-Model,3.8324630241752553,4.462703735219594,0.2557821964266838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3444831066383776,3.3788963055593153,0.0,0.0,0,10
Bond,Government Bond,1,1,0,1,2,13.36,0,0,0,2,1,2,DCF,3.8256786803093603,4.447630928696686,0.25424098086794844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.842605548598693,0.15547741941237442,0.0,0.0,0,38
Option,Asian Option,0,0,1,0,1,1.05,0,0,1,0,1,2,Monte-Carlo,3.856599816550737,4.418692762180649,0.26944882587838864,0.2500075,0.07424062596814576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Equity,Growth Tech Stock,1,0,0,1,2,-1.0,0,0,0,2,1,1,Relative,3.8422047676798923,4.465510010121829,0.24566138986079672,0.0,0.0,1.3578258187039882,40.700553064212436,2.9161857003122114,20686726330.88056,60.131813385926385,0.0,0.0,0.0,0.0,4,41
Equity,REIT,1,1,0,1,2,-1.0,0,0,0,2,1,2,DDM,3.860952145818125,4.471829922507216,0.27792732729334924,0.0,0.0,0.10315943289476329,31.945997744212114,4.9876873291900665,58607031615.90011,18.62804471119649,0.0,0.0,0.0,0.0,4,62
Equity,Utility Stock,1,1,0,1,2,-1.0,0,0,0,2,1,2,DDM,3.803329115708002,4.4248804522418155,0.2875459703973947,0.0,0.0,1.8041566399081868,15.846858473283756,3.9651930766192574,4371897885577.477,78.39917640111993,0.0,0.0,0.0,0.0,4,69
Option,American Call,1,0,1,1,1,1.09,0,1,0,2,1,2,Binomial-Tree,3.8293383555512817,4.432488620135473,0.2810599327998483,0.015634843750000002,0.06255806763414154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Commodity,Agriculture,1,0,0,1,2,1.42,0,0,0,2,1,2,Cost-of-Carry,3.7990399388697456,4.465626958406188,0.28286561742756466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01978476380382873,0.021211642604797746,1,0
Bond,Corporate Bond (IG),1,1,0,1,1,9.36,1,0,0,2,1,2,DCF,3.825607328344968,4.4675628596024355,0.2315028956006929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.113495257006836,4.003518411553067,0.0,0.0,0,19
Bond,Government Bond,1,1,0,1,2,8.27,0,0,0,2,1,1,DCF,3.825239006400368,4.437908564984947,0.26076704508281845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.654460267793338,0.0056940563090515095,0.0,0.0,0,38
Equity,Utility Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.841999651153588,4.447198356887433,0.26545869668712535,0.0,0.0,0.29767254587624514,34.83207089468127,3.994148856271226,2482570374535.509,35.83570063966526,0.0,0.0,0.0,0.0,4,69
Commodity,Agriculture,1,0,0,1,1,0.35,0,0,0,2,1,1,Cost-of-Carry,3.8308725483238675,4.41904629889988,0.2990890534359116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06129092765906404,0.018900586822577024,1,0
Bond,Government Bond,1,1,0,1,1,17.95,0,0,0,2,1,1,DCF,3.841938246698061,4.490712985055035,0.25837385223320036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.850361053509836,0.3084858633183546,0.0,0.0,0,38
Option,Digital Option,0,0,1,0,0,0.89,0,0,1,1,1,3,Monte-Carlo,3.84347087854961,4.431012800715684,0.22396531014419632,1.0000000000000003e-05,0.057714644848198916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Derivative,Equity Swap,0,1,0,0,1,4.25,1,0,0,1,1,2,DCF,3.8712668841718876,4.472092384424843,0.24992060986006306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Commodity,Commodity Forward,1,0,0,1,1,1.54,0,0,0,2,1,2,Cost-of-Carry,3.823962069051271,4.45922037647578,0.2567761356522438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051047749800693286,0.028094853976210865,1,12
Option,OTC European Option,0,0,1,0,0,0.49,1,0,0,1,1,3,Black-Scholes,3.811979415282239,4.488757937717632,0.2268703573214465,0.2500075,0.0732092004167844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Derivative,Interest Rate Swap,0,1,0,0,2,7.92,1,0,0,1,0,2,DCF,3.8347125012333096,4.442332733731123,0.28937405041411707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Bond,Corporate Bond (HY),1,1,0,1,0,8.41,1,0,0,1,1,3,Credit-Model,3.814636337480278,4.461365935440591,0.2386083993562984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.849372165592251,3.811867180131874,0.0,0.0,0,18
Equity,Consumer Staple Stock,1,1,0,1,2,-1.0,0,0,0,2,1,2,DDM,3.8583795487155594,4.422125079924006,0.27892043096464136,0.0,0.0,0.21192024995906958,30.040713281443203,2.352448555012685,109129163797.1823,804.7917037493688,0.0,0.0,0.0,0.0,4,16
Currency,FX Forward,1,0,0,0,1,0.45,0,0,0,2,1,2,Forward-Pricing,3.8245763745541987,4.416770851536243,0.24815206548606888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Commodity,Industrial Metal,1,0,0,1,1,0.54,0,0,0,1,1,2,Cost-of-Carry,3.819169212555213,4.4732982389202,0.30013968734610114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639221090961289,0.029567632825926754,1,44
Equity,Fintech Stock,1,0,0,1,2,-1.0,0,0,0,2,1,2,Relative,3.8209743039399564,4.420193923788745,0.26447692604443646,0.0,0.0,0.1491811410332332,18.72199028367149,2.874752277676881,133677538132.05658,84.1346430594653,0.0,0.0,0.0,0.0,4,35
Bond,CDS,1,1,0,0,0,3.96,1,0,0,0,0,3,Credit-Model,3.8437576936594824,4.45491074898211,0.26041776690829105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4896294024390175,4.811045661759167,0.0,0.0,0,10
Bond,Zero-Coupon Bond,1,1,0,1,1,23.62,0,0,0,2,1,2,DCF,3.8269791452711175,4.482551888489796,0.28056508893313276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.135596238118744,0.38281419694899216,0.0,0.0,0,70
Equity,Banking Stock,1,1,0,1,1,-1.0,0,0,0,2,1,2,DDM,3.8177120803945033,4.476651072290911,0.24985399030958474,0.0,0.0,0.3599169947781698,21.454726412582783,1.804142883413552,20020743841.890747,30.826475450221636,0.0,0.0,0.0,0.0,4,5
Option,European Call,1,0,1,1,1,0.45,0,0,0,2,1,1,Black-Scholes,3.8618914892224905,4.445179743618747,0.2815109294778836,1.0000000000000003e-05,0.053888173029341756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Equity,Utility Stock,1,1,0,1,1,-1.0,0,0,0,2,1,1,DDM,3.8136043475513275,4.424576380058098,0.2603666275032697,0.0,0.0,1.2349773189791058,20.488239226958882,3.008090300213829,82331182591.93529,676.4505869349784,0.0,0.0,0.0,0.0,4,69
Bond,CDS,1,1,0,0,0,8.18,1,0,0,0,0,2,Credit-Model,3.8306810903177317,4.471361735414918,0.2581079630677984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7224733791317695,1.4273583715530131,0.0,0.0,0,10
Bond,Corporate Bond (IG),1,1,0,1,2,11.39,1,0,0,1,1,1,DCF,3.8424916628033365,4.489932326257782,0.2682486257943206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.437000586256897,1.7348256140630753,0.0,0.0,0,19
Option,American Put,1,0,1,1,2,1.15,0,1,0,2,1,1,Binomial-Tree,3.7987599326355133,4.4452320908457565,0.24820659128026612,1.0000000000000003e-05,0.041631907552344645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
Derivative,Commodity Future,1,0,0,1,2,1.87,0,0,0,2,1,2,Cost-of-Carry,3.8391969886019233,4.442086123257521,0.2661821663082662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13
Derivative,Interest Rate Swap,0,1,0,0,2,29.84,1,0,0,1,0,2,DCF,3.8097946880145495,4.448294686228021,0.2767897009424517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Equity,Fintech Stock,1,0,0,1,1,-1.0,0,0,0,2,1,1,Relative,3.8457562902529707,4.472746874250999,0.22382517202564434,0.0,0.0,1.2326830286863966,18.915347637146866,3.0295115162517856,2690911168861.0176,29.6714377720962,0.0,0.0,0.0,0.0,4,35
Option,European Put,1,0,1,1,2,1.63,0,0,0,2,1,1,Black-Scholes,3.811565233121752,4.487395942623052,0.29182615059075157,1.0000000000000003e-05,0.05080148670336542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Commodity,Agriculture,1,0,0,1,2,1.5,0,0,0,2,1,2,Cost-of-Carry,3.843266526959906,4.432356768106215,0.28631956260255753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06280360268770799,0.0056214354294750616,1,0
Commodity,Agriculture,1,0,0,1,1,0.74,0,0,0,2,1,1,Cost-of-Carry,3.8511767032195436,4.42658831565206,0.23290845650867215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433335422619505,0.024754523254840323,1,0
Bond,Zero-Coupon Bond,1,1,0,1,2,9.17,0,0,0,2,1,1,DCF,3.8464965094658683,4.512181917979094,0.2297913540862266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.288326388763034,0.001800683822728133,0.0,0.0,0,70
Commodity,Agriculture,1,0,0,1,2,0.55,0,0,0,1,1,1,Cost-of-Carry,3.83481271381376,4.456045701830052,0.28683813251202345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03927749821582052,0.018470710221407612,1,0
Bond,Convertible Bond,1,1,1,1,1,9.27,1,1,0,1,1,2,Credit-Model,3.8255705869428964,4.465639509343894,0.28529037817032066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.962371989135273,3.7430742010942795,0.0,0.0,0,17
Bond,Municipal Bond,0,1,0,0,0,22.23,1,0,0,1,0,3,DCF,3.8189615651131876,4.444569942254226,0.28246069507982746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0711515072708,4.385349007439952,0.0,0.0,0,55
Currency,Cross Currency Swap,0,1,0,0,0,6.05,1,0,0,1,0,3,Forward-Pricing,3.8581703143291475,4.470926159500795,0.2414615239299532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20
Option,American Put,1,0,1,1,1,0.99,0,1,0,2,1,2,Binomial-Tree,3.81660466653379,4.481409357505844,0.3065728444748692,1.0000000000000003e-05,0.06995325806796736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
Bond,Municipal Bond,0,1,0,0,1,10.41,1,0,0,0,0,3,DCF,3.810140184691135,4.466685454626076,0.254899982663689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0788628065718,3.9860630376647768,0.0,0.0,0,55
Equity,Blue Chip Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.842741815105879,4.4988211351174225,0.27478953082036456,0.0,0.0,1.194644074258235,28.952745717095112,2.946750893350703,332983408671.2349,26.651462857524592,0.0,0.0,0.0,0.0,4,9
Equity,Blue Chip Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.814753980218979,4.452713595644314,0.27503558043677634,0.0,0.0,0.9898555361451312,113.50133850645932,0.3556960505827906,6942928919.564024,17.52944101506149,0.0,0.0,0.0,0.0,4,9
Equity,Fintech Stock,1,0,0,1,1,-1.0,0,0,0,2,1,1,Relative,3.8118062840235236,4.45413772085131,0.3018586230559467,0.0,0.0,0.3383415535938137,31.19407243282688,6.6747446030337745,153397863402.06952,19.49634222710858,0.0,0.0,0.0,0.0,4,35
Derivative,Equity Swap,0,1,0,0,1,4.73,1,0,0,1,1,2,DCF,3.8023549783794492,4.465160361633487,0.27250334599887444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Commodity,Precious Metal Spot,1,0,0,1,2,-1.0,0,0,0,2,1,1,Cost-of-Carry,3.820752276574331,4.470368644694786,0.2783168271134902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06990554677503848,0.005061523995811335,1,59
Commodity,Energy,1,0,0,1,1,1.79,0,0,0,2,1,1,Cost-of-Carry,3.828416007292382,4.465083223943996,0.26845748245091794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07384917269238245,0.01574080876565909,1,25
Bond,MBS,0,1,0,0,0,9.49,1,0,0,0,0,3,DCF,3.8346552065847024,4.431357544898901,0.2460680122257656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.983646745757502,1.5906198162048377,0.0,0.0,0,50
Option,American Put,1,0,1,1,2,0.93,0,1,0,2,1,1,Binomial-Tree,3.848217514578335,4.466969088206161,0.22362678807125996,0.2500075,0.06380010070916912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
Option,European Call,1,0,1,1,1,1.9,0,0,0,2,1,1,Black-Scholes,3.8400900952382,4.451655929058884,0.27065159749587925,1.0000000000000003e-05,0.05927427899198667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Derivative,Equity Swap,0,1,0,0,1,2.7,1,0,0,1,1,2,DCF,3.8263447969955564,4.447044212586135,0.241752738189704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Bond,Municipal Bond,0,1,0,0,1,13.17,1,0,0,1,0,3,DCF,3.8262045527973285,4.460724349820998,0.277003544306277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.966288297967067,3.719226281576038,0.0,0.0,0,55
Equity,SaaS Stock,1,0,0,1,2,-1.0,0,0,0,2,1,2,Relative,3.8397695155297256,4.4385580440725585,0.27297500174368267,0.0,0.0,1.3272166872201339,76.34237767741124,0.48209430853921575,334684550468.3158,821.1163085902317,0.0,0.0,0.0,0.0,4,63
Commodity,Commodity Spot,1,0,0,1,0,0.41,0,0,0,1,1,1,Cost-of-Carry,3.8543697186200827,4.434680773477627,0.2724886739209468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03936001914049176,0.024346471876718633,1,14
Bond,Zero-Coupon Bond,1,1,0,1,1,18.1,0,0,0,2,1,2,DCF,3.8324189169201035,4.401675042191914,0.24894150761075026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.281116174153237,0.00283630416481645,0.0,0.0,0,70
Option,American Call,1,0,1,1,2,2.03,0,1,0,2,1,3,Binomial-Tree,3.8210161441418706,4.498963392425771,0.2907308815272269,1.0000000000000003e-05,0.06920445925617176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Equity,SaaS Stock,1,0,0,1,1,-1.0,0,0,0,2,1,1,Relative,3.810986616079212,4.4723928084159965,0.27949542194459187,0.0,0.0,0.9437427198246876,42.54714109806543,0.626825959754109,2494862568961.2173,106.36918989305232,0.0,0.0,0.0,0.0,4,63
Bond,Corporate Bond (IG),1,1,0,1,2,23.53,1,0,0,2,1,2,DCF,3.8023243191865057,4.457396160094869,0.24636600433870792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.641898618262775,3.512716271743628,0.0,0.0,0,19
Derivative,Equity Swap,0,1,0,0,1,2.11,1,0,0,1,1,2,DCF,3.842759064219633,4.445120921817428,0.31137095167844486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Equity,Banking Stock,1,1,0,1,1,-1.0,0,0,0,1,1,1,DDM,3.8410682887276972,4.395864480110364,0.2657841736483034,0.0,0.0,2.1331299889024837,111.5318603385354,5.03493247039651,71530877989.7898,51.121830595978174,0.0,0.0,0.0,0.0,4,5
Derivative,Commodity Future,1,0,0,1,1,1.79,0,0,0,1,1,3,Cost-of-Carry,3.8410565115057924,4.443753806060261,0.24331426998682343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13
Bond,Government Bond,1,1,0,1,1,17.11,0,0,0,1,1,2,DCF,3.8275361716023584,4.475963819318759,0.254832960314763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.909142945395581,0.43301535770475685,0.0,0.0,0,38
Equity,REIT,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.856942800383827,4.481010486970143,0.23982218276866743,0.0,0.0,1.5542886155352815,25.458113471602577,0.6276357654850039,161285355150.0773,66.95797437571915,0.0,0.0,0.0,0.0,4,62
Bond,Corporate Bond (IG),1,1,0,1,1,24.48,1,0,0,1,1,2,DCF,3.820729130828701,4.474323111457354,0.29718853835373765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.219115973796896,3.1477419007994882,0.0,0.0,0,19
Option,American Put,1,0,1,1,2,0.94,0,1,0,2,1,2,Binomial-Tree,3.848293405892518,4.463532140613281,0.2916089665365833,1.0000000000000003e-05,0.06026175015877627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
Option,Asian Option,0,0,1,0,1,2.3,0,0,1,0,1,1,Monte-Carlo,3.82925807356095,4.48907639345427,0.284789591494727,1.0000000000000003e-05,0.05636978435595183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Currency,Major FX Forward,1,0,0,0,1,0.73,0,0,0,2,1,1,Forward-Pricing,3.8183500828563908,4.452673619947426,0.2810228380370566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Bond,Corporate Bond (IG),1,1,0,1,2,7.59,1,0,0,1,1,1,DCF,3.841346955385135,4.484199712829796,0.294966843216327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11236271745367,3.256345377096241,0.0,0.0,0,19
Commodity,Energy,1,0,0,1,2,1.64,0,0,0,2,1,1,Cost-of-Carry,3.8378445316727987,4.451423811505039,0.2651601157515608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07505418160466283,0.023570138871777127,1,25
Commodity,Industrial Metal,1,0,0,1,1,0.43,0,0,0,1,1,2,Cost-of-Carry,3.836836028339962,4.4403505488120265,0.2784532428695807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07449261776176934,0.028185101086728382,1,44
Equity,Telecom Stock,1,1,0,1,1,-1.0,0,0,0,2,1,2,DDM,3.8315564817823766,4.437572600536578,0.2537621693923196,0.0,0.0,0.9323027502031113,384.04343849835016,3.0343187850131637,4317284736690.3047,17.175344006820268,0.0,0.0,0.0,0.0,4,67
Option,European Put,1,0,1,1,1,0.85,0,0,0,2,1,1,Black-Scholes,3.8292743474851227,4.4362617298078435,0.26693102895117676,0.062509375,0.06694436882305067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Bond,Convertible Bond,1,1,1,1,0,3.0,1,1,0,1,1,3,Credit-Model,3.875737323663469,4.474697217042295,0.2790015434633474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.458543910960506,3.4285766015176358,0.0,0.0,0,17
Option,American Put,1,0,1,1,2,1.58,0,1,0,2,1,1,Binomial-Tree,3.852678514755507,4.443436773764535,0.20837714352446784,1.0000000000000003e-05,0.05477291218831598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
Bond,MBS,0,1,0,0,0,14.13,1,0,0,1,0,2,DCF,3.843842135038973,4.436963456755721,0.25760578448730526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79478586652832,1.724043928866994,0.0,0.0,0,50
Derivative,Equity Swap,0,1,0,0,0,4.33,1,0,0,1,1,3,DCF,3.832140953879595,4.475916295398448,0.27329974279548325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Bond,Floating Rate Note,1,1,0,1,1,2.31,0,0,0,2,1,2,DCF,3.849287060391426,4.4673137397075315,0.2684496786811721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.067397219242184,0.13877454115495524,0.0,0.0,0,36
Equity,Index ETF,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8399195999678963,4.481465801217461,0.260952073485089,0.0,0.0,0.47402241078078405,41.28838178068044,0.864464231952418,112231855890.3084,161.39973360933809,0.0,0.0,0.0,0.0,4,43
Currency,Major FX Forward,1,0,0,0,1,0.07,0,0,0,2,1,1,Forward-Pricing,3.8305018210156225,4.471430969101383,0.28178303877614913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Bond,Corporate Bond (IG),1,1,0,1,2,6.47,1,0,0,2,1,1,DCF,3.8241867431711576,4.4432056117616,0.25584575253583847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42126506512556,2.329868003671296,0.0,0.0,0,19
Option,American Call,1,0,1,1,1,0.09,0,1,0,2,1,2,Binomial-Tree,3.8284504329837596,4.46169708388725,0.24556185080026885,0.062509375,0.0634956257502145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Equity,REIT,1,1,0,1,2,-1.0,0,0,0,2,1,2,DDM,3.7692863471579354,4.462790465694163,0.29367532212579067,0.0,0.0,1.1254754864857075,16.111918305718845,0.8237486524854405,370659328741.1889,80.33416817813229,0.0,0.0,0.0,0.0,4,62
Bond,Corporate Bond (IG),1,1,0,1,2,14.71,1,0,0,2,1,2,DCF,3.83403300607255,4.43950276191603,0.29085297051874354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.583003241352365,3.449527680241942,0.0,0.0,0,19
Derivative,FX Option,0,0,1,0,1,0.43,0,0,0,1,1,3,Black-Scholes,3.820645683065887,4.435366863077705,0.2580170180479471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33
Equity,REIT,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.8604996304671175,4.444819908116675,0.2686261086062656,0.0,0.0,0.6847339713754033,35.33642364824109,3.2223953549158915,6170401855.3755665,80.61218840002803,0.0,0.0,0.0,0.0,4,62
Equity,Blue Chip Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.830370438956045,4.505415786553788,0.2869197937471405,0.0,0.0,0.1037759063790114,20.99948441314864,2.923880304527684,473925764948.0053,70.68597206697187,0.0,0.0,0.0,0.0,4,9
Equity,Telecom Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.8072313505159054,4.45079580669886,0.27088068653461456,0.0,0.0,0.2528055157423731,13.953965411090511,3.3322579508943098,107314480614.33995,20.257872269785068,0.0,0.0,0.0,0.0,4,67
Equity,Telecom Stock,1,1,0,1,2,-1.0,0,0,0,2,1,2,DDM,3.8290447950484463,4.4874929294479236,0.2806041521374265,0.0,0.0,0.5160209483745031,26.432388785870366,0.5270381531570719,177808211940.20203,71.53090771326224,0.0,0.0,0.0,0.0,4,67
Currency,FX Spot,1,0,0,0,2,0.64,0,0,0,2,1,1,Forward-Pricing,3.8099667812210534,4.4495488706386,0.2795113358745345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,34
Derivative,Interest Rate Swap,0,1,0,0,1,2.61,1,0,0,2,0,2,DCF,3.8390657520108933,4.479821105675742,0.26361659565690343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Currency,FX Forward,1,0,0,0,1,0.77,0,0,0,2,1,2,Forward-Pricing,3.8355716420271015,4.48012556391894,0.2803184800536277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Option,European Call,1,0,1,1,1,2.1,0,0,0,1,1,1,Black-Scholes,3.848342628935723,4.4812427683273315,0.25070112747950724,0.500005,0.05064584384948415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
